data,Casos_Publicacao_Min,Casos_Publicacao_Max
2020-08-04,1472.7063188113946,1533.9714158942168
2020-08-05,1456.7450436668566,1524.9392028183424
2020-08-06,1442.688236309903,1495.4617376501897
2020-08-07,1425.4589649400034,1491.9572384305775
2020-08-08,1416.9955551907112,1481.1598900286747
2020-08-09,1419.6961650007952,1476.6547610173425
2020-08-10,1406.7949047123022,1470.2719827332103
2020-08-11,1392.9502132106338,1449.4736491586143
2020-08-12,1385.909021900224,1440.6255753150929
2020-08-13,1367.8870109566262,1435.668184685178
2020-08-14,1371.71348411338,1437.3020879493029
2020-08-15,1346.563256787037,1403.163088740949
2020-08-16,1319.3887191496706,1373.932919807732
2020-08-17,1321.3940492161325,1380.3540207047124
2020-08-18,1321.5223313948559,1386.9873951378793
2020-08-19,1328.970735229139,1377.718194039386
2020-08-20,1326.845127601575,1367.5749941964677
2020-08-21,1314.7544959345303,1358.4957421132235
2020-08-22,1295.0441936280265,1352.8112041260742
2020-08-23,1282.4398512260032,1335.9409868332548
2020-08-24,1268.5487939030015,1317.3403828289174
2020-08-25,1243.5324339676522,1302.2581982485406
2020-08-26,1228.908843405539,1281.7815474044635
2020-08-27,1230.237526663379,1287.6482632516233
2020-08-28,1231.9153488979143,1285.0808233962211
2020-08-29,1218.9493778458411,1265.6652964647856
2020-08-30,1200.1487491912349,1251.0691462668917
2020-08-31,1191.2212662648788,1246.1058614061046
2020-09-01,1161.8899239491802,1228.4181657188797
2020-09-02,1175.1670048934518,1226.1500026010146
2020-09-03,1153.6621883948053,1195.305808636232
2020-09-04,1128.8742549700196,1177.8459754776889
2020-09-05,1116.2562161874932,1160.828395952257
2020-09-06,1105.338179028926,1162.8537698300445
2020-09-07,1098.3615305741223,1136.104597500836
2020-09-08,1088.4767530093736,1129.6654642922417
2020-09-09,1070.5053768780772,1123.354631715582
2020-09-10,1063.0939976049021,1106.7976272174587
2020-09-11,1044.3960527803122,1077.7108737732294
2020-09-12,1032.8460778706262,1065.3088976087608
2020-09-13,1013.1606954898958,1050.9019508603294
2020-09-14,988.6418287177937,1032.1989771565702
2020-09-15,952.7605944371738,989.5220974938121
2020-09-16,927.1305475781965,962.0189745296843
2020-09-17,918.7577112868393,956.6528909837372
2020-09-18,902.0718502662625,940.2297831998869
2020-09-19,877.7279063709775,917.2934288954948
2020-09-20,863.152833396888,900.024296607738
2020-09-21,859.7817476678686,896.6184310410448
2020-09-22,850.461186208436,895.6635432087756
2020-09-23,840.4748097663557,883.1833079935193
2020-09-24,816.4018637406892,856.1780982930909
2020-09-25,803.5507833381012,837.9465382809208
2020-09-26,770.4628464631232,814.1342813201351
2020-09-27,760.7477255414022,795.1922296602545
2020-09-28,734.0648906640201,773.2538933474381
2020-09-29,710.7841220372695,752.9102436208838
2020-09-30,703.1871421633202,741.2556969793671
2020-10-01,702.9443002946947,737.3293049444941
2020-10-02,704.4477457762448,734.7908880803933
2020-10-03,703.2584173951736,740.0267029380642
2020-10-04,696.207694484398,727.1780573800283
2020-10-05,687.155447188195,727.2551801235506
2020-10-06,685.4443259209697,710.0280025565123
2020-10-07,682.5712111346294,719.7445127905389
2020-10-08,691.4644759559009,723.725878051479
2020-10-09,691.3816180489471,721.3386700417195
2020-10-10,682.0329188792323,711.421547889927
2020-10-11,669.0368456022236,700.706621458546
2020-10-12,661.8540197445415,688.2416020855642
2020-10-13,646.5000664567012,677.3992645459781
2020-10-14,631.458930514084,660.3232990405659
2020-10-15,613.8984611691646,641.6891489523682
2020-10-16,589.14484171991,620.1625126701217
2020-10-17,578.635678401424,604.9250441855401
2020-10-18,565.8676505323547,602.7336294437952
2020-10-19,534.0923522791605,568.5731104661614
2020-10-20,521.4834272601937,551.683041509089
2020-10-21,503.72426424124916,527.8690331403283
2020-10-22,488.6732873719362,525.4407158087096
2020-10-23,491.5076346892662,525.4698114576158
2020-10-24,480.9593279912793,511.46294428758944
2020-10-25,477.75169337734945,514.592532707151
2020-10-26,486.947728278512,519.7458793577847
2020-10-27,499.6806460547395,530.1819929739085
2020-10-28,516.1807573141675,547.2139162740034
2020-10-29,525.3127795347876,552.7749298651396
2020-10-30,531.663842082408,560.563352389029
2020-10-31,545.0003199600618,571.0032725086062
2020-11-01,553.8220867614889,579.3610745348152
2020-11-02,565.1284847368846,599.408478686249
2020-11-03,567.7041494948384,593.1718905442565
2020-11-04,573.3322172968534,602.345864581518
2020-11-05,583.9216495433777,613.3411059049162
2020-11-06,578.2727232597271,611.8931111012905
2020-11-07,579.8085105604954,607.8908798662544
2020-11-08,577.836688505045,604.9612224228383
2020-11-09,565.1569416652261,594.2759862736183
2020-11-10,557.5035554771803,589.3395962584038
2020-11-11,555.9451317066519,577.9639619507077
2020-11-12,547.5727653859557,575.8810076737457
2020-11-13,542.2793136596596,578.2265054214214
2020-11-14,551.842101663621,583.6299505494495
2020-11-15,546.9628473753082,578.710485289036
2020-11-16,553.921030706756,582.7902193236657
2020-11-17,568.7425216444651,605.138066525882
2020-11-18,585.0964375038411,611.3413093467672
2020-11-19,592.0344671276085,623.9913052217022
2020-11-20,590.978433490092,634.0146537573454
2020-11-21,600.0346226334141,629.875220447916
2020-11-22,609.8374756259936,633.6122980639504
2020-11-23,603.5525419272144,633.8065239401703
2020-11-24,590.5652169927731,620.0791117278075
2020-11-25,583.6221561160834,612.5673518412622
2020-11-26,583.3410155108025,609.8891572799191
2020-11-27,587.1278892382561,618.8287652957226
2020-11-28,604.4904594425153,629.5166728128027
2020-11-29,600.0208244028179,635.2399473852025
2020-11-30,601.8849434939781,632.5831780876242
2020-12-01,599.5334982962876,636.4439310716973
2020-12-02,617.3000939994246,642.3216172317409
2020-12-03,610.2351364505741,641.6823375341849
2020-12-04,598.244048310166,638.7443381352934
2020-12-05,606.9523882686924,637.3196148705424
2020-12-06,605.031893909231,633.8366464792226
2020-12-07,602.1119948329466,635.2125868931204
2020-12-08,622.0493524315476,659.445081736644
2020-12-09,648.6890292427044,679.8957391663852
2020-12-10,665.6525565591513,694.8886348749381
2020-12-11,680.8358264663344,719.2738518724136
2020-12-12,698.6239672712754,730.4946403699347
2020-12-13,714.8760301686493,748.2284295460859
2020-12-14,726.3684707200168,757.9365444547471
2020-12-15,715.4502637953318,756.3195486070606
2020-12-16,718.0305039225085,745.0590660672893
2020-12-17,731.6747909056749,762.5314952972674
2020-12-18,741.7787424569501,765.8496363397877
2020-12-19,746.3033124335201,775.2076898129312
2020-12-20,746.554366700885,781.6594556042253
2020-12-21,746.552203056431,781.4736116820759
2020-12-22,766.6387843565553,801.7071863880905
2020-12-23,779.7808561610515,810.6684969382351
2020-12-24,780.286676546127,812.8776487273154
2020-12-25,801.8402484170306,829.9722702040245
2020-12-26,805.6286453200282,843.4784481089973
2020-12-27,827.5084145484758,858.75675839135
2020-12-28,831.015002605901,861.9822777792255
2020-12-29,833.3661339667777,871.2820363848496
2020-12-30,848.235355725182,882.5652005144542
2020-12-31,850.6303128871797,889.5015336894261
2021-01-01,839.1514154456685,872.9357627197433
2021-01-02,838.2860120916625,870.7364350198766
2021-01-03,833.2651675415519,863.1008429361879
2021-01-04,835.0191511032732,868.7791001741897
2021-01-05,839.0806513436883,877.6277890161849
2021-01-06,840.3183899453084,873.2946406121305
2021-01-07,850.2080947457193,883.8607167176476
2021-01-08,846.445760840774,880.0517416423169
2021-01-09,847.3333251661024,890.6408305533565
2021-01-10,843.4387972226979,876.3393791291668
2021-01-11,845.9328493073244,892.0349643586953
2021-01-12,883.8119818700204,916.7622816027211
2021-01-13,912.1015252621945,945.7052238616556
2021-01-14,943.200472165908,983.757606849402
2021-01-15,969.7250779533249,1005.8488331321423
2021-01-16,992.3785010701679,1029.2635341280868
2021-01-17,1012.5700757398255,1052.644942475271
2021-01-18,1060.6019583750642,1106.3405072921637
2021-01-19,1068.3889648880381,1110.6427252202013
2021-01-20,1086.167936271498,1123.4890940431583
2021-01-21,1094.5177052571623,1132.4908175438557
2021-01-22,1118.419041082368,1153.5629083090764
2021-01-23,1123.0777054922119,1162.9336170273002
2021-01-24,1106.718423983612,1151.032653569452
2021-01-25,1126.6308548603438,1175.6369547679765
2021-01-26,1137.5479038433073,1177.1305072663133
2021-01-27,1157.3418612591006,1210.7232689777477
2021-01-28,1183.8463439193292,1244.350855218119
2021-01-29,1189.4757442403927,1242.275537433532
2021-01-30,1203.9660266890605,1257.8294079889192
2021-01-31,1214.484358157042,1266.9410348932595
2021-02-01,1250.7842990289375,1292.6868844363325
2021-02-02,1264.952997089174,1320.0257271566027
2021-02-03,1286.3023707149548,1343.8617136614416
2021-02-04,1305.2552515276343,1349.1875236688827
2021-02-05,1318.3484831246913,1372.9396565266625
2021-02-06,1329.4086953759465,1394.5697138375338
2021-02-07,1343.7123863582435,1397.206693216354
2021-02-08,1382.9778670108553,1449.6515832685554
2021-02-09,1406.8095357128063,1467.5258733903006
2021-02-10,1426.0671819172314,1486.4430395521913
2021-02-11,1425.183821937091,1482.0470600598512
2021-02-12,1426.4410733573702,1471.3261901562073
2021-02-13,1411.9374767247123,1467.0536533697293
2021-02-14,1406.7369489550927,1462.2635410864364
2021-02-15,1392.7223673600695,1449.6920388418223
2021-02-16,1365.6688955134682,1422.3949387644618
2021-02-17,1361.7565153920655,1423.8069241480903
2021-02-18,1357.2112014501881,1409.3118883632728
2021-02-19,1334.1662031711337,1395.2196047281266
2021-02-20,1330.3504842645439,1383.1585092953705
2021-02-21,1319.9982010497122,1382.3399789460493
2021-02-22,1337.6799143634103,1387.4389273179315
2021-02-23,1332.1192315586827,1394.1147132786364
2021-02-24,1306.1092195875483,1370.2194299010787
2021-02-25,1299.6640200473591,1363.6011376977046
2021-02-26,1296.3059558259451,1340.2987400426118
2021-02-27,1289.4428565501532,1348.5514112703645
2021-02-28,1302.1866086804437,1338.8647588179517
2021-03-01,1309.353244265656,1359.7868920873916
2021-03-02,1320.2899512734907,1370.733408729733
2021-03-03,1324.3566025610382,1375.9265438334908
2021-03-04,1339.5510526252503,1384.0035099916288
2021-03-05,1347.3431348539664,1409.206565343307
2021-03-06,1348.4177077984161,1398.422911209032
2021-03-07,1366.492419992867,1417.987840936214
2021-03-08,1431.243758916426,1482.940517502007
2021-03-09,1477.4227746961708,1522.7415453822762
2021-03-10,1509.5423480987517,1560.430680179896
2021-03-11,1542.8821112862415,1592.2059216266246
2021-03-12,1579.731879549412,1637.6893580369572
2021-03-13,1596.6705745201452,1666.471595916109
2021-03-14,1633.1472261998567,1693.5848344702745
2021-03-15,1645.999106849012,1708.3635478074489
2021-03-16,1651.6195950277897,1730.1571503734285
2021-03-17,1694.3855629597408,1748.8086860287117
2021-03-18,1720.3766472029652,1792.0314966190551
2021-03-19,1740.0654138729158,1805.4819578149388
2021-03-20,1743.5185247725105,1838.5554087700918
2021-03-21,1775.280905517622,1846.278125160263
2021-03-22,1825.5544212943043,1895.8299503281355
2021-03-23,1844.3568805935988,1933.7026407330293
2021-03-24,1864.1547538714367,1939.6828916215916
2021-03-25,1863.0680433382372,1959.1571100614083
2021-03-26,1880.7995306076496,1982.2223929591225
2021-03-27,1933.5543693087861,2033.042032977597
2021-03-28,1951.28025902478,2071.533906925802
2021-03-29,1981.8339697227586,2085.087570785466
2021-03-30,1982.3524150455714,2071.4496209320637
2021-03-31,1978.3441488498806,2110.511779482719
2021-04-01,1999.1395907610838,2122.3478531712603
2021-04-02,2019.4312215206435,2133.3063032367313
2021-04-03,2010.7351186503263,2104.267824693087
2021-04-04,1981.5172491163664,2098.4005896042727
2021-04-05,1984.3222553571716,2107.04122391006
2021-04-06,1981.8125779678187,2090.8560852405053
2021-04-07,1994.1189139725743,2101.9836366273767
2021-04-08,1978.1664336514646,2106.4442970417253
2021-04-09,1985.6005963781527,2119.187572827628
2021-04-10,1984.941391014945,2073.9971794002736
2021-04-11,1948.6369570941592,2064.176500547287
2021-04-12,1941.6419837098335,2063.9866838315133
2021-04-13,1951.6393028028733,2045.3650199201902
2021-04-14,1912.83286381719,2059.283740949578
2021-04-15,1900.4373383199345,2010.7763208311023
2021-04-16,1881.6875744536744,1997.981353576678
2021-04-17,1881.2133643591417,1991.9283500841477
2021-04-18,1874.7980743868386,1980.324981174709
2021-04-19,1884.7403068610183,1984.1674972829192
2021-04-20,1854.3540307376725,1959.3526256981063
2021-04-21,1841.8135144682078,1955.3193265326033
2021-04-22,1842.6898425132674,1938.8816219413497
2021-04-23,1815.286601966896,1898.0097681318953
2021-04-24,1790.1075934424991,1877.4276698613492
2021-04-25,1751.610829497546,1838.641248389102
2021-04-26,1724.2680591534572,1801.5802703357028
2021-04-27,1707.2296201555134,1803.0314669849372
2021-04-28,1690.3880059029104,1776.5688234126887
2021-04-29,1673.3312691233984,1744.1303551826772
2021-04-30,1644.570793953586,1708.7440292472406
2021-05-01,1606.529457360451,1691.2104216585803
2021-05-02,1580.7508607202094,1652.6460359735859
2021-05-03,1564.790434419781,1649.6999888696485
2021-05-04,1537.1098250578334,1593.6592351835723
2021-05-05,1514.4122825490638,1609.4113729251892
2021-05-06,1500.4166168364504,1576.9520427304967
2021-05-07,1470.938670788714,1537.4877216386433
2021-05-08,1470.236214241273,1530.0221175831505
2021-05-09,1456.1471217402914,1520.585142010292
2021-05-10,1456.074620314092,1523.2833070293298
2021-05-11,1448.761486385803,1515.3004733381495
2021-05-12,1445.2198536015635,1502.949642039968
2021-05-13,1418.5583323606538,1500.0013327835732
2021-05-14,1416.2581816672716,1474.5887350925673
2021-05-15,1384.0880451238952,1445.2887158135982
2021-05-16,1350.0623688062642,1410.3303128621478
2021-05-17,1358.2741120383844,1422.101528986423
2021-05-18,1362.5172260576378,1416.4066493264088
2021-05-19,1348.5847436466431,1415.5263256233088
2021-05-20,1341.6198348886978,1418.3531234825211
2021-05-21,1363.6413223870304,1408.232252462036
2021-05-22,1369.3212019071968,1412.3036533033212
2021-05-23,1359.2484058659722,1424.2393375578456
2021-05-24,1368.4541794245079,1414.7498651448332
2021-05-25,1349.6369694843997,1408.24923103493
2021-05-26,1357.8421254285713,1407.9442438757505
2021-05-27,1355.4543803788395,1409.4324451967088
2021-05-28,1350.6658084012552,1402.2632300317623
2021-05-29,1343.2636944300539,1390.2566654813916
2021-05-30,1317.9579791489205,1368.064667034118
2021-05-31,1317.5480979233034,1369.611177115986
2021-06-01,1314.5274854011368,1351.2309624824359
2021-06-02,1304.829733954128,1355.0276558463245
2021-06-03,1270.4692166304592,1329.5371049405783
2021-06-04,1258.9254287176993,1311.300014641248
2021-06-05,1234.4869940996894,1279.2611970522007
2021-06-06,1215.5672303888896,1266.6945130993704
2021-06-07,1192.9977096875334,1257.2563530419243
2021-06-08,1207.0761790898894,1247.0894056339475
2021-06-09,1191.7451087439636,1258.3962295469619
2021-06-10,1179.4783926268406,1219.484689894585
2021-06-11,1149.0488266325249,1194.367203526541
2021-06-12,1122.729879610679,1167.8874928722041
2021-06-13,1121.897542204606,1173.4726005464586
2021-06-14,1118.4722061194293,1172.147397564977
2021-06-15,1109.4476875710693,1155.6436994311307
2021-06-16,1095.9598116075101,1145.332614160523
2021-06-17,1108.740867101673,1151.208421544547
2021-06-18,1107.9612102419007,1142.5612504729227
2021-06-19,1105.774955802421,1147.1388521566473
2021-06-20,1083.1743890441978,1118.5990510066354
2021-06-21,1069.498803811745,1109.8328812773339
2021-06-22,1045.975282007661,1101.90105673491
2021-06-23,1035.1088463416722,1072.8855799660291
2021-06-24,1014.4276421770429,1051.265188473255
2021-06-25,992.1734048509821,1031.2042594964153
2021-06-26,965.8276753764796,1011.6138279217106
2021-06-27,967.6283316714365,1004.1648504231821
2021-06-28,974.8012163214735,1013.2312116295733
2021-06-29,964.3926118485499,1000.0693254519798
2021-06-30,952.9941168290891,997.574058924127
2021-07-01,931.9391236338286,975.1272053953867
2021-07-02,920.6521100719281,952.4521353676253
2021-07-03,889.4138961469209,936.2686884672261
2021-07-04,872.6026147353784,908.1394870600707
2021-07-05,862.5147785795788,902.359676033964
2021-07-06,841.8750710499904,882.9765430156394
2021-07-07,838.0078727733884,878.9374466979319
2021-07-08,841.0053917870379,881.5156921547418
2021-07-09,839.2123482835439,870.1886075770975
2021-07-10,826.5236339612536,858.3784849346349
2021-07-11,810.666640881793,850.8341790439789
2021-07-12,799.4763861454813,842.6345073650185
2021-07-13,787.3458792456379,824.7990648490204
2021-07-14,763.3575314741119,799.6756172850605
2021-07-15,731.9444689292927,771.5753482187217
2021-07-16,716.2776272491853,744.671997874237
2021-07-17,692.8532454584698,724.7880722023832
2021-07-18,682.5712449378957,714.8345207889035
2021-07-19,663.4110299668672,700.1213602512667
2021-07-20,645.2251066235286,673.7453932766663
2021-07-21,623.0225732550181,650.8716604735009
2021-07-22,602.4242183685756,635.2928745160782
2021-07-23,578.5792922393953,616.7952537778726
2021-07-24,558.966939094923,587.6496379061454
2021-07-25,543.3241205760179,572.6611066879722
2021-07-26,539.0344616683992,564.0659931864399
2021-07-27,531.7467580631296,558.9519255932304
2021-07-28,513.5177423250244,542.4527542737894
2021-07-29,498.01771001482086,526.2013126482414
2021-07-30,470.90011010473023,504.4703567524195
2021-07-31,456.66716964915753,483.14240682074967
2021-08-01,445.12086739267727,470.2390595208684
2021-08-02,423.5115662033726,451.7890877843103
2021-08-03,414.01133798857285,441.94299080466635
2021-08-04,410.746378689308,437.17824755657006
2021-08-05,405.44240754472594,434.7608934364355
2021-08-06,393.97651543378737,427.67489693412114
2021-08-07,388.1188083357837,414.3569778789645
2021-08-08,376.793111387127,406.13845201415404
2021-08-09,368.49166820893095,400.15932566473134
2021-08-10,368.6919063631628,390.17565698633376
2021-08-11,353.2490517459191,384.8972825638086
2021-08-12,341.1081140599296,371.7846659597964
2021-08-13,339.19612954984825,368.893992303233
2021-08-14,336.55018830130956,366.70274562252695
2021-08-15,324.03364037805295,355.2530682676144
2021-08-16,322.14672803211937,346.4469698559741
2021-08-17,314.75075590631707,344.6474666466703
2021-08-18,307.3036626383662,332.8337314581655
2021-08-19,297.0688279383758,323.16943725283363
2021-08-20,285.01940058439317,313.32930284534706
2021-08-21,279.91918437062907,301.322310777395
2021-08-22,271.6728707359064,300.2065748320099
2021-08-23,272.9871382817815,298.7483026624346
2021-08-24,258.54597692485515,296.44298926352536
2021-08-25,275.25143872226266,298.7901325716839
2021-08-26,281.20616254114657,300.2537719547563
2021-08-27,280.99485896882976,303.5788215167702
2021-08-28,278.6134972872678,318.3951279679729
2021-08-29,285.7584272059053,305.7561970401022
2021-08-30,278.12482888103085,302.12920444943404
2021-08-31,277.0575176212471,310.01427468482535
2021-09-01,279.53253171294796,309.3572824333235
2021-09-02,281.4019371243101,304.81260635094856
2021-09-03,267.34755386350145,302.475271669928
2021-09-04,265.353848242735,293.82321410746215
2021-09-05,256.89511089322184,291.4749406878701
2021-09-06,254.23253969405135,278.28795631611695
2021-09-07,249.62533488176635,278.6144781817666
2021-09-08,241.74431161100637,281.43233523137224
2021-09-09,243.58411311659796,271.9582814855931
2021-09-10,241.7020661161421,266.7084373338187
2021-09-11,233.78272840133775,262.27953371992174
2021-09-12,231.55762827597673,259.0500653762462
2021-09-13,231.4850082288684,255.56778739030676
2021-09-14,219.04437807792468,242.02884042442952
2021-09-15,204.73481720924602,237.63266672778414
2021-09-16,201.01215771841518,232.93099534934063
2021-09-17,203.0486051199524,225.51163107125504
2021-09-18,194.89711342296164,220.94895462850081
2021-09-19,199.41215223439275,220.5766261461974
2021-09-20,193.76267578073194,223.0368492484074
2021-09-21,194.48194337736425,223.23902487018668
2021-09-22,209.09206311591336,234.02845707835814
2021-09-23,204.96299534398392,232.64755564637014
2021-09-24,205.33159915536152,233.84644368988296
2021-09-25,204.1266182282876,227.4419146446597
2021-09-26,202.62002610247004,225.88012720904646
2021-09-27,205.31630420442696,231.23185788193567
2021-09-28,202.48987503324807,227.4513851800277
2021-09-29,198.61313232297448,227.79952332551247
2021-09-30,204.7567159292022,232.53787243325974
2021-10-01,209.60367774584,230.0812084274237
2021-10-02,205.66830552304646,231.63484588632375
2021-10-03,206.08196912708863,228.94198591464357
2021-10-04,205.99196952991355,234.0242177247976
2021-10-05,202.51295906603204,228.822953626198
2021-10-06,195.2438609654323,231.04612945240723
2021-10-07,200.55285129940484,231.6325762152464
2021-10-08,196.5405829282865,232.92467717759567
2021-10-09,209.78637772963003,236.08861243180073
2021-10-10,203.15310458020926,237.14031180158898
2021-10-11,202.07329288656547,231.90500705610242
2021-10-12,206.07395034960095,235.79458126743805
2021-10-13,210.14106494708182,234.49686851051604
2021-10-14,213.2722117686108,243.54855814688935
2021-10-15,206.06191868204166,236.23801052192172
2021-10-16,208.63106435512535,241.00141362205267
2021-10-17,210.93536802483473,238.46748321328747
2021-10-18,206.8551542643933,233.62252763177904
2021-10-19,204.79949054064076,228.09932916394513
2021-10-20,199.01639197643823,226.8295770038649
2021-10-21,204.85616820645743,228.38106035577036
2021-10-22,208.57876735663527,235.395656812774
2021-10-23,212.06343833599166,242.65263321605394
2021-10-24,217.65045132504974,240.2506832840383
2021-10-25,219.52170126484094,240.85306326519188
2021-10-26,225.93779232872438,251.55378288733127
2021-10-27,236.81408417261164,264.54784297989374
2021-10-28,237.06168682293148,267.0463768277735
2021-10-29,242.51339638358826,270.10219336799753
2021-10-30,236.38015527518232,272.7670963803445
2021-10-31,241.96726479307276,266.5605756849276
2021-11-01,238.81628133182147,264.8864625470387
2021-11-02,236.06312351433886,265.07344274879574
2021-11-03,228.84195670072856,270.0277149338847
2021-11-04,231.73481912430756,258.7953638434647
2021-11-05,237.05661709987675,262.8627571622305
2021-11-06,232.4313549502411,261.6301226751812
2021-11-07,231.35263489191735,259.9745856847763
2021-11-08,224.80339219905392,251.4168143242742
2021-11-09,221.408933140879,252.0274261488303
2021-11-10,222.40339531289476,246.93454066332222
2021-11-11,226.46438846857666,252.85330827297494
2021-11-12,238.24489333131032,262.84003507381766
2021-11-13,241.14112281255296,273.01845291924326
2021-11-14,252.52572733720575,276.96731654481187
2021-11-15,248.34013666019152,275.83330238551605
2021-11-16,256.74009591476886,291.2908580133951
2021-11-17,269.7870811692181,293.79516996379397
2021-11-18,273.20214512545425,305.3136048360254
2021-11-19,275.7533215299063,312.29042269215205
