data,Casos_DataSintoma_MM_atual_PA
2021-01-09,1308.5381930352833
2021-01-10,1395.4459167368211
2021-01-11,1539.8729074773887
2021-01-12,1683.6346585761114
2021-01-13,1775.920633504021
2021-01-14,1839.1131509195407
2021-01-15,1801.687467020622
2021-01-16,1735.7376050716325
2021-01-17,1744.2515713874918
2021-01-18,1786.36372955392
2021-01-19,1739.7252553512933
2021-01-20,1685.90656313712
2021-01-21,1644.4446018665212
2021-01-22,1642.0080139804381
2021-01-23,1629.6876631641906
2021-01-24,1551.6771192992321
2021-01-25,1573.7952989883452
2021-01-26,1553.1762329896449
2021-01-27,1578.5584974587102
2021-01-28,1584.2305749926106
2021-01-29,1537.4096507016218
2021-01-30,1502.9415024205625
2021-01-31,1459.43198640592
2021-02-01,1466.6731289483876
2021-02-02,1437.2431402768093
2021-02-03,1358.0992976111902
2021-02-04,1323.3676295389273
2021-02-05,1307.4680797283957
2021-02-06,1306.317116801853
2021-02-07,1319.0747041971508
2021-02-08,1388.9727394898832
2021-02-09,1423.8400257345927
2021-02-10,1438.4189762483652
2021-02-11,1418.5212137059439
2021-02-12,1404.831701924325
2021-02-13,1382.3088388703325
2021-02-14,1352.8496760832825
2021-02-15,1297.3049019318662
2021-02-16,1218.3642426503952
2021-02-17,1189.6719243618745
2021-02-18,1164.0243147939507
2021-02-19,1140.4664745816117
2021-02-20,1124.8782520273433
2021-02-21,1128.914237383108
2021-02-22,1198.6118441694266
2021-02-23,1214.9766703862445
2021-02-24,1184.173919271304
2021-02-25,1189.9057346391712
2021-02-26,1209.000097298514
2021-02-27,1271.8088914523848
2021-02-28,1305.1229139899478
2021-03-01,1354.6125960681786
2021-03-02,1368.5155451246922
2021-03-03,1389.126353239754
2021-03-04,1421.2674720476384
2021-03-05,1462.6888985963087
2021-03-06,1465.9535826229926
2021-03-07,1523.5203992105778
2021-03-08,1749.178288970456
2021-03-09,1914.1364829270074
2021-03-10,2047.0241656505402
2021-03-11,2150.3498104261016
2021-03-12,2280.935379838071
2021-03-13,2403.235063890424
2021-03-14,2467.846792863097
2021-03-15,2506.667425262916
2021-03-16,2473.578265833194
2021-03-17,2506.033858085987
