data,Casos_Publicacao_MM_atual_PA
2020-10-07,948.6142737120645
2020-10-08,936.7792656098229
2020-10-09,902.2645540288087
2020-10-10,862.7515088038875
2020-10-11,826.1715255152436
2020-10-12,797.0262453502012
2020-10-13,805.2802708607753
2020-10-14,797.426993068614
2020-10-15,772.593352046433
2020-10-16,741.4501852689658
2020-10-17,719.9163569140308
2020-10-18,690.0177469413622
2020-10-19,673.5700090325416
2020-10-20,687.9590596985382
2020-10-21,698.0964070867806
2020-10-22,678.5039883010785
2020-10-23,698.4150910813432
2020-10-24,712.6886595894669
2020-10-25,704.8843899688779
2020-10-26,721.9091464423079
2020-10-27,766.1048045352612
2020-10-28,798.8099844285395
2020-10-29,790.7952149273259
2020-10-30,822.368670007114
2020-10-31,826.0065448737964
2020-11-01,824.9651380393399
2020-11-02,841.2444275137977
2020-11-03,869.6334345907622
2020-11-04,864.7826196678734
2020-11-05,847.5384457303905
2020-11-06,814.2242822364786
2020-11-07,763.9865836128399
2020-11-08,721.4845190113197
2020-11-09,694.691906438158
2020-11-10,685.2581567520484
2020-11-11,668.2410445370311
2020-11-12,635.8012640700811
2020-11-13,641.1193971815248
2020-11-14,635.4038713076291
2020-11-15,635.3364611482162
2020-11-16,651.7524777943887
2020-11-17,687.1791418670264
2020-11-18,706.6926414662685
2020-11-19,702.482112978285
2020-11-20,717.2324229113211
2020-11-21,714.7147428717834
2020-11-22,712.7685657443728
2020-11-23,731.4150520017788
2020-11-24,753.7984426600519
2020-11-25,760.7053326505917
2020-11-26,735.3244427544004
2020-11-27,742.9530863297282
2020-11-28,735.1441037798129
2020-11-29,717.0009823324226
2020-11-30,735.5065836381481
2020-12-01,742.8721968926513
2020-12-02,751.2430293802119
2020-12-03,722.1617377944868
2020-12-04,724.7406121422666
2020-12-05,712.454809965902
2020-12-06,702.8954997766875
2020-12-07,713.4183353668163
2020-12-08,724.4038929974303
2020-12-09,730.7716144728035
2020-12-10,718.4049672924849
2020-12-11,728.1731236805366
2020-12-12,722.1124401656099
2020-12-13,719.2654654776039
2020-12-14,733.6899632673394
2020-12-15,752.2205281022931
2020-12-16,765.2174535776572
2020-12-17,761.9330787799302
2020-12-18,774.1068774947817
2020-12-19,766.3582088636307
2020-12-20,754.3282054824597
2020-12-21,776.485172800325
2020-12-22,806.1492181240338
2020-12-23,827.6276701023935
2020-12-24,824.387807107962
2020-12-25,835.3709330316622
2020-12-26,823.8727140872569
2020-12-27,801.217769954131
2020-12-28,820.8099800955034
2020-12-29,840.4379975320466
2020-12-30,847.2289216038274
2020-12-31,836.7590203900938
2021-01-01,814.7278754732441
2021-01-02,793.6058442821819
2021-01-03,768.1981705376613
2021-01-04,785.9225942273616
2021-01-05,806.286911305597
2021-01-06,823.2895455319864
2021-01-07,820.9225968737354
2021-01-08,876.33808838752
2021-01-09,930.0118329875816
2021-01-10,991.3407076696293
2021-01-11,1064.5989690167921
2021-01-12,1152.103929198448
2021-01-13,1231.7002417875149
2021-01-14,1297.167934997193
2021-01-15,1367.4161266979345
2021-01-16,1357.9871897927069
2021-01-17,1347.407067233212
2021-01-18,1345.5419267732136
2021-01-19,1357.6884597402707
2021-01-20,1360.0982669164646
2021-01-21,1366.8761455769948
2021-01-22,1413.1067158470782
2021-01-23,1420.254049040641
2021-01-24,1432.535215438369
2021-01-25,1461.7702934468123
2021-01-26,1524.3712245884335
2021-01-27,1574.7213466799176
2021-01-28,1642.0319318462714
2021-01-29,1626.3970563533874
2021-01-30,1631.5490088823856
2021-01-31,1638.934232674464
2021-02-01,1588.074925720662
2021-02-02,1579.0050412278183
2021-02-03,1620.610811344505
2021-02-04,1555.9337236525273
2021-02-05,1519.3711897944013
2021-02-06,1461.0063592699946
2021-02-07,1421.5212553770655
2021-02-08,1412.5966378991511
2021-02-09,1421.4943909948793
2021-02-10,1439.832255695347
2021-02-11,1409.898961654422
2021-02-12,1426.5540619057315
2021-02-13,1407.5791374347143
2021-02-14,1397.652365500856
2021-02-15,1397.4366744830343
2021-02-16,1404.4994969014335
2021-02-17,1435.481539902018
2021-02-18,1407.4912734187837
2021-02-19,1402.555115681806
2021-02-20,1378.8410009357349
2021-02-21,1334.7091377217118
2021-02-22,1335.8659417531885
2021-02-23,1328.2650291224404
2021-02-24,1339.999558250738
2021-02-25,1289.5806677479977
2021-02-26,1297.5093975653263
2021-02-27,1280.9907397941513
2021-02-28,1274.2676397993177
2021-03-01,1283.9478104278824
2021-03-02,1340.6484187297046
2021-03-03,1402.6067771909836
2021-03-04,1403.174245150637
2021-03-05,1431.426806001756
2021-03-06,1421.9195439187288
2021-03-07,1432.1889181608828
2021-03-08,1435.273010991967
2021-03-09,1479.6044304041072
2021-03-10,1539.4285203643442
2021-03-11,1548.1548623459876
2021-03-12,1582.6787077028891
2021-03-13,1596.2073904610859
2021-03-14,1609.3017739404027
2021-03-15,1665.5474572689334
2021-03-16,1727.7758822504118
2021-03-17,1837.641708260119
2021-03-18,1868.5325340722256
2021-03-19,1910.0621547814826
2021-03-20,1923.406967246157
2021-03-21,1934.8653788100087
2021-03-22,2008.9857219063151
2021-03-23,2050.020377513968
2021-03-24,2143.6286788235147
2021-03-25,2193.524373182216
2021-03-26,2235.934312122624
2021-03-27,2251.259630712509
2021-03-28,2226.584495709908
2021-03-29,2217.1555330655683
2021-03-30,2210.8334350209293
2021-03-31,2222.40054591164
2021-04-01,2187.280122066182
2021-04-02,2141.5370818533734
2021-04-03,2094.9428005252075
2021-04-04,2074.6394023125354
2021-04-05,2058.3769187794915
2021-04-06,2044.7364414517187
2021-04-07,2075.9362941678073
2021-04-08,2028.6552739930842
2021-04-09,1995.5030340827095
2021-04-10,1992.4577330737297
2021-04-11,1974.8761892052285
2021-04-12,1995.2121167933362
2021-04-13,2020.7305424297556
2021-04-14,2058.357254916423
2021-04-15,2054.8842089871755
2021-04-16,2082.132667047537
2021-04-17,2111.420919709482
2021-04-18,2070.2855533439792
2021-04-19,2032.9706677357397
2021-04-20,1988.8015306462187
2021-04-21,1974.8448451966194
2021-04-22,1890.8200395728288
2021-04-23,1839.5963024678238
2021-04-24,1805.8579121170708
2021-04-25,1762.2770643955955
2021-04-26,1729.473234996225
2021-04-27,1735.8984091982074
2021-04-28,1718.8148478235303
2021-04-29,1663.868455852649
2021-04-30,1649.2223358676388
2021-05-01,1646.604473907193
2021-05-02,1623.9168761800208
2021-05-03,1580.3551644817687
2021-05-04,1581.25797697911
2021-05-05,1613.368828093109
2021-05-06,1606.2148110475136
2021-05-07,1630.6638423975512
2021-05-08,1633.0775426082037
2021-05-09,1615.7237555536076
2021-05-10,1611.010467746794
2021-05-11,1645.5081196297474
2021-05-12,1635.7931134851738
2021-05-13,1602.3623372361185
2021-05-14,1598.527340665074
2021-05-15,1604.2659045074786
2021-05-16,1611.6890899202156
2021-05-17,1589.2304156121404
2021-05-18,1602.051219081554
2021-05-19,1601.5195325101847
2021-05-20,1602.4000674606061
2021-05-21,1619.2128162448778
2021-05-22,1633.8099471930425
2021-05-23,1617.4142321269508
2021-05-24,1626.7344731899684
2021-05-25,1617.499836887497
2021-05-26,1611.3982753395505
2021-05-27,1541.5740368035529
2021-05-28,1501.1303066852026
2021-05-29,1436.9010721726672
2021-05-30,1380.2126585337744
2021-05-31,1361.604489468086
2021-06-01,1367.8975119822487
2021-06-02,1380.7311357188742
2021-06-03,1344.8205992714422
2021-06-04,1364.5270020053642
2021-06-05,1362.291824643017
2021-06-06,1319.7284723038701
2021-06-07,1324.011823497043
2021-06-08,1358.9882794911778
2021-06-09,1382.604657123635
2021-06-10,1363.292368641161
2021-06-11,1357.0434938212113
2021-06-12,1356.8965017604141
2021-06-13,1320.1355170180746
2021-06-14,1328.8907519433267
2021-06-15,1376.445424445666
2021-06-16,1391.8286072411388
2021-06-17,1410.0569846352319
2021-06-18,1431.2676828589197
2021-06-19,1420.504117987861
2021-06-20,1384.4679399414738
2021-06-21,1342.312107334097
2021-06-22,1322.9986089326705
2021-06-23,1289.614736066211
2021-06-24,1234.5528689320518
2021-06-25,1210.2478125129599
2021-06-26,1174.8484463911489
2021-06-27,1131.1782791260778
2021-06-28,1102.9698337849886
2021-06-29,1119.3650973451975
2021-06-30,1126.82798202354
2021-07-01,1112.210881962177
2021-07-02,1084.9381111734692
2021-07-03,1057.7307343838538
2021-07-04,1008.6220519715408
2021-07-05,989.3457538640953
2021-07-06,1002.6051029348532
2021-07-07,1013.8404220348369
2021-07-08,995.6560892812266
2021-07-09,1011.3319624481392
2021-07-10,992.381373311171
2021-07-11,941.9596569143345
2021-07-12,914.550776304465
2021-07-13,900.2795102336654
2021-07-14,842.8752144306603
2021-07-15,792.2434604066822
2021-07-16,796.3800300934458
2021-07-17,792.5927258401043
2021-07-18,756.1544684367237
2021-07-19,715.7442589863948
2021-07-20,695.703629522924
2021-07-21,664.171303920913
2021-07-22,628.4704699043971
2021-07-23,626.6949857946288
2021-07-24,610.6436119768873
2021-07-25,581.2082292191708
2021-07-26,582.909007267881
2021-07-27,593.3837255221924
2021-07-28,573.3540017869117
2021-07-29,538.2627249347523
2021-07-30,531.9529328213189
2021-07-31,525.5216622700193
2021-08-01,504.72816501425973
2021-08-02,496.1552852187382
2021-08-03,495.34952181203664
2021-08-04,490.707968021095
2021-08-05,488.4497869294098
2021-08-06,486.779717425507
2021-08-07,484.57434452438514
2021-08-08,460.89256159232133
2021-08-09,458.9960592507614
2021-08-10,450.56539894009586
2021-08-11,447.95050655687027
2021-08-12,440.6915258474971
2021-08-13,429.34633502116964
2021-08-14,432.26717796478783
2021-08-15,418.37497406427514
2021-08-16,423.9887169596672
2021-08-17,414.8050975599973
2021-08-18,409.0197337792107
2021-08-19,401.37732179166454
2021-08-20,383.5320320929439
2021-08-21,378.88809380095324
2021-08-22,375.19565778011776
2021-08-23,385.05879517809785
2021-08-24,377.7995403969834
2021-08-25,377.8949051273867
2021-08-26,379.05095214016353
2021-08-27,367.09269900763434
2021-08-28,369.52912797199247
2021-08-29,363.1730814432014
2021-08-30,375.5607478510255
2021-08-31,375.11065362959295
2021-09-01,378.06122259757586
2021-09-02,372.4318038651326
2021-09-03,357.8263998793987
2021-09-04,362.9434395805692
2021-09-05,352.2871768429604
2021-09-06,362.7488843432572
2021-09-07,364.75899548048784
2021-09-08,361.20220093877026
2021-09-09,343.49317123028226
2021-09-10,325.93018046288387
2021-09-11,326.0750657912275
2021-09-12,318.6191066017592
2021-09-13,322.28539034664595
2021-09-14,315.61796715058074
2021-09-15,306.3336679742211
2021-09-16,289.84301182498047
2021-09-17,282.1024372324057
2021-09-18,280.0341762563264
2021-09-19,280.3294570755929
2021-09-20,292.63282593387527
2021-09-21,299.5242537148341
2021-09-22,300.7795431887101
2021-09-23,294.5640558489126
2021-09-24,290.1966902362918
2021-09-25,289.533409338155
2021-09-26,287.34831979959074
2021-09-27,297.5806598691681
2021-09-28,302.20888723103775
2021-09-29,303.11108342049755
2021-09-30,291.24443984163617
2021-10-01,291.351376579964
2021-10-02,294.16090644909633
2021-10-03,294.63479714813604
2021-10-04,298.5878695745358
2021-10-05,300.3161870329473
2021-10-06,304.4244325968585
2021-10-07,289.27307481871514
2021-10-08,284.70094965141743
2021-10-09,283.8475749997897
2021-10-10,278.8437406339916
2021-10-11,286.7187987007601
2021-10-12,284.82783601633326
2021-10-13,286.9070926348239
2021-10-14,274.5635093336478
2021-10-15,270.6075942419161
2021-10-16,274.89931262562936
2021-10-17,275.34364159982
2021-10-18,282.7143600361238
2021-10-19,282.74691857801605
2021-10-20,282.745010674337
2021-10-21,271.25271895702906
2021-10-22,268.7661622696504
2021-10-23,273.7684414781495
2021-10-24,274.71672219693784
2021-10-25,285.3829730368404
2021-10-26,290.4848462330329
2021-10-27,298.8703285547604
2021-10-28,285.8039413196179
2021-10-29,288.0791681873432
2021-10-30,289.85633603659693
2021-10-31,282.9328111779361
2021-11-01,294.4804862728089
2021-11-02,292.48603400985434
2021-11-03,300.4162567279645
2021-11-04,286.1697289307098
2021-11-05,287.7558750199658
2021-11-06,286.83345944438855
2021-11-07,280.2466596369287
2021-11-08,288.5370050361041
2021-11-09,284.802872674506
2021-11-10,285.8832890437001
2021-11-11,276.6734892236104
2021-11-12,283.22275842175003
2021-11-13,294.46786267755647
2021-11-14,289.36031882640015
2021-11-15,305.0073086651087
2021-11-16,311.0861725667845
2021-11-17,339.0134333377189
2021-11-18,327.39267975435155
2021-11-19,335.9920010333213
2021-11-20,347.4973282696103
2021-11-21,336.81799410962054
2021-11-22,351.08912429291235
2021-11-23,355.30420987686506
2021-11-24,380.751695468633
2021-11-25,370.5138364690474
2021-11-26,384.0912619856018
2021-11-27,410.51541964964474
2021-11-28,405.84098470094557
2021-11-29,435.5775470355566
2021-11-30,461.93721346501275
2021-12-01,507.19424504040444
2021-12-02,516.7696208108474
2021-12-03,518.0610083569063
2021-12-04,538.4558461117012
2021-12-05,526.0211300410417
2021-12-06,548.1051343161279
2021-12-07,559.5870792771634
2021-12-08,584.727653139542
2021-12-09,575.326311780184
2021-12-10,559.7372333268457
2021-12-11,562.9208660322623
2021-12-12,549.3517206648717
2021-12-13,566.2578756557006
2021-12-14,572.1181532241175
2021-12-15,591.0169172192384
2021-12-16,576.4667136273297
2021-12-17,572.8633400569446
2021-12-18,573.1769316572334
2021-12-19,552.0747720190619
2021-12-20,566.4825089993362
2021-12-21,576.2661748048238
2021-12-22,600.8926453768694
2021-12-23,576.9308150756243
2021-12-24,575.5411500085423
2021-12-25,563.656161428737
2021-12-26,537.3637686665095
2021-12-27,535.5956467937704
2021-12-28,529.1687738078856
2021-12-29,532.9253011036807
2021-12-30,500.2807936461145
2021-12-31,479.8809496718148
2022-01-01,448.73362280045455
2022-01-02,421.4650517142333
2022-01-03,422.0605185968699
2022-01-04,410.5679641225064
2022-01-05,407.98326417556035
2022-01-06,392.8867248808011
2022-01-07,383.0794346127569
2022-01-08,386.949158341457
2022-01-09,398.372354651086
2022-01-10,457.55747821648293
2022-01-11,473.2362349899999
2022-01-12,520.564536492761
2022-01-13,533.6848252856871
2022-01-14,567.4883180007994
2022-01-15,572.5856087203564
2022-01-16,560.6733025098596
2022-01-17,597.6543554652255
2022-01-18,617.3183679378882
2022-01-19,630.9423820517418
2022-01-20,647.1393506747327
2022-01-21,660.0038953942807
2022-01-22,674.5381281322781
2022-01-23,698.701847151797
2022-01-24,750.6025053333501
2022-01-25,798.0849786350694
2022-01-26,883.427640796229
2022-01-27,999.0408651249672
2022-01-28,1085.8513372925595
2022-01-29,1163.0515828601128
2022-01-30,1288.4294801694523
2022-01-31,1459.871811737446
2022-02-01,1625.522301408446
2022-02-02,1808.217665283455
2022-02-03,1961.9175284170956
2022-02-04,2104.4897441958465
2022-02-05,2279.594947296155
2022-02-06,2456.974156437562
2022-02-07,2609.811549658045
2022-02-08,2757.855588486287
2022-02-09,2847.4073683686984
2022-02-10,2927.894769977658
2022-02-11,2955.880595486332
2022-02-12,2952.855493388301
2022-02-13,2940.0069631874717
2022-02-14,2939.5938474537775
2022-02-15,2923.7644038568874
2022-02-16,2894.5663768636987
2022-02-17,2876.7381547384052
2022-02-18,2842.1436027700297
2022-02-19,2793.9919669168544
2022-02-20,2748.716832163308
2022-02-21,2731.240245234222
2022-02-22,2707.293557381685
2022-02-23,2665.992717567957
2022-02-24,2579.0109332714637
2022-02-25,2481.2004760057944
2022-02-26,2394.7899594394303
2022-02-27,2292.101674201233
2022-02-28,2175.972445226422
2022-03-01,2074.879602240807
2022-03-02,1922.3072121522732
2022-03-03,1723.1803277660656
2022-03-04,1559.042677261469
2022-03-05,1468.0946236514935
2022-03-06,1364.654580678956
2022-03-07,1325.1899458572036
2022-03-08,1325.915150689684
2022-03-09,1302.9289708244432
2022-03-10,1289.614384120695
2022-03-11,1280.9424927447085
2022-03-12,1294.854792924396
2022-03-13,1278.753624560383
2022-03-14,1290.4455221663027
2022-03-15,1351.421622934387
2022-03-16,1369.2509007268163
2022-03-17,1372.9097660139912
2022-03-18,1374.0805793127083
2022-03-19,1345.8216289015124
2022-03-20,1313.2715410485437
2022-03-21,1295.195258672869
2022-03-22,1302.7253791091796
2022-03-23,1241.6588170521795
2022-03-24,1191.390822492063
2022-03-25,1182.810626819445
2022-03-26,1153.5202789038833
2022-03-27,1106.5006365668526
2022-03-28,1070.6215075508005
2022-03-29,1072.0234804499014
2022-03-30,1007.6174843126323
2022-03-31,934.768364762793
2022-04-01,898.0879829728293
2022-04-02,846.5325581378765
2022-04-03,774.3861057544277
2022-04-04,733.4503304009212
2022-04-05,718.8519983313153
2022-04-06,668.5291785347442
2022-04-07,615.74340796925
2022-04-08,600.2601457884208
2022-04-09,580.0465462606268
2022-04-10,539.806502612981
2022-04-11,549.5572183376714
2022-04-12,544.3273315966557
2022-04-13,492.18314540637795
2022-04-14,451.026458371187
2022-04-15,436.5080512784883
2022-04-16,423.2539205754438
2022-04-17,400.1074407099171
2022-04-18,389.8244120251618
2022-04-19,400.26950294731995
2022-04-20,389.5276738006147
2022-04-21,370.6684627044804
2022-04-22,364.3954670606067
2022-04-23,362.7411068208942
2022-04-24,346.2057020404518
2022-04-25,344.00336128226877
2022-04-26,352.48907037698166
2022-04-27,350.79829140271556
2022-04-28,337.783015742941
2022-04-29,325.8452682422746
2022-04-30,337.6779781404557
2022-05-01,328.0138880513017
2022-05-02,334.58929688166836
2022-05-03,340.98114681939524
2022-05-04,349.6057503515198
2022-05-05,339.62985606603127
2022-05-06,331.12806254467927
2022-05-07,335.5197801446648
2022-05-08,321.0333871498139
2022-05-09,339.24476285308293
2022-05-10,346.07057230725525
2022-05-11,361.3766318950305
2022-05-12,345.54165997625586
2022-05-13,340.0508872152664
2022-05-14,329.1432795203209
2022-05-15,320.9519320433565
2022-05-16,342.5166232623068
2022-05-17,343.8114085722264
2022-05-18,348.097342349784
2022-05-19,330.3582474535065
2022-05-20,310.62547673418925
2022-05-21,290.89238508522345
2022-05-22,280.5576827753765
2022-05-23,303.3851063373665
2022-05-24,313.28988274077494
2022-05-25,325.148040238709
2022-05-26,313.11880063826766
2022-05-27,305.577461043087
2022-05-28,283.63143393876425
2022-05-29,276.41761090741306
2022-05-30,298.60235134480604
2022-05-31,307.40632297360753
2022-06-01,313.46656686629103
2022-06-02,298.3729351063787
2022-06-03,284.02556284750534
2022-06-04,266.4393877975342
2022-06-05,258.263247227952
2022-06-06,277.49529271481083
2022-06-07,277.59709813334473
2022-06-08,290.6929752504339
2022-06-09,280.2590732029723
2022-06-10,257.2373056319315
2022-06-11,247.51943951768249
2022-06-12,240.88253782441802
2022-06-13,259.69102354335666
2022-06-14,267.89537146070205
2022-06-15,290.47983666866395
2022-06-16,289.45787913341394
2022-06-17,270.0643761216839
2022-06-18,260.26965644107077
2022-06-19,249.48022945609134
2022-06-20,269.98060829485934
2022-06-21,275.540880400286
2022-06-22,305.690601777464
2022-06-23,309.3082278510478
2022-06-24,283.30871451441163
2022-06-25,271.41870560207434
2022-06-26,254.5051873358234
2022-06-27,281.59777122019926
2022-06-28,281.3736266480402
2022-06-29,323.47806324012606
2022-06-30,339.97118908373295
2022-07-01,348.07865929238864
2022-07-02,372.3544991242387
2022-07-03,376.4453866615962
2022-07-04,447.1907825480938
2022-07-05,490.4126108090894
2022-07-06,550.3853750227961
2022-07-07,600.2411084018269
2022-07-08,612.8385182797565
2022-07-09,627.5067728956709
2022-07-10,633.7598753666432
2022-07-11,695.4114448671676
2022-07-12,746.5803350855678
2022-07-13,795.660045059845
2022-07-14,855.0457781933188
2022-07-15,865.2369549241411
2022-07-16,912.0781376861705
2022-07-17,941.490809804012
2022-07-18,1004.4938620932999
2022-07-19,1066.8542643307044
2022-07-20,1135.580958644528
2022-07-21,1195.7055381398798
2022-07-22,1236.4160303679155
2022-07-23,1266.655318172334
2022-07-24,1274.546821127566
2022-07-25,1319.2958076986633
2022-07-26,1344.7218640224612
2022-07-27,1342.1887654529908
2022-07-28,1332.0754692716935
2022-07-29,1297.02620684864
2022-07-30,1255.91857884724
2022-07-31,1209.080737458493
2022-08-01,1197.809198632015
2022-08-02,1177.7972601441525
2022-08-03,1143.5653566252151
2022-08-04,1086.4710238086802
2022-08-05,1053.9549759857655
2022-08-06,1011.0998288677279
2022-08-07,947.2002048079418
2022-08-08,937.2885221556901
2022-08-09,917.7079207777847
2022-08-10,894.7759318900744
2022-08-11,840.1440610381198
2022-08-12,805.0421297966523
2022-08-13,767.1783258182154
2022-08-14,723.2182845266115
2022-08-15,735.3389361566246
2022-08-16,734.4678229389353
2022-08-17,703.9670561250318
2022-08-18,669.854177597458
2022-08-19,647.2935685338824
2022-08-20,632.1496735216462
2022-08-21,592.8505507473023
2022-08-22,586.6458438746557
2022-08-23,576.4517798945022
2022-08-24,544.2665687989494
2022-08-25,517.4400483343729
2022-08-26,495.2937155734514
2022-08-27,483.9444926654566
2022-08-28,455.81128296610933
2022-08-29,469.7253754473149
2022-08-30,480.85498065237476
2022-08-31,458.2189174410235
2022-09-01,441.39377229698084
2022-09-02,423.41550095532733
2022-09-03,412.7074643099255
2022-09-04,389.89816778626977
2022-09-05,388.8692403550712
2022-09-06,403.87409865454117
2022-09-07,394.28370262672064
2022-09-08,384.0201380126412
2022-09-09,366.52273764904027
2022-09-10,351.1174597673261
2022-09-11,328.87429795203843
2022-09-12,327.75828323332235
2022-09-13,329.909602383872
2022-09-14,318.4929139030048
2022-09-15,304.6860329076777
2022-09-16,291.602006679721
2022-09-17,276.59448730495734
2022-09-18,265.10869422651734
2022-09-19,268.5612781702697
2022-09-20,271.8257150859751
2022-09-21,276.46084696854734
2022-09-22,268.61637354446583
2022-09-23,262.9404227172708
2022-09-24,252.16553517106107
2022-09-25,252.13388912105071
2022-09-26,260.1708133693852
2022-09-27,265.23878404999
2022-09-28,267.4099686202418
2022-09-29,257.03315042655703
2022-09-30,249.40290675781375
2022-10-01,237.93647487493723
2022-10-02,234.63321453554798
2022-10-03,244.34100276690123
2022-10-04,248.35618713674938
2022-10-05,249.43782804635413
2022-10-06,240.37397906693303
2022-10-07,229.20771884286316
2022-10-08,222.76345921926216
2022-10-09,217.334881334748
2022-10-10,221.6566138937323
2022-10-11,225.8493288761472
