data,Obitos_DataOcorrencia_Min,Obitos_DataOcorrencia_Max
2020-04-11,10.515384235060097,10.687423885455186
2020-04-12,11.213766739151852,11.395960274780723
2020-04-13,9.60481064191766,9.794465341825449
2020-04-14,13.670459194769428,13.811304811780055
2020-04-15,15.193604024354626,15.356353899013039
2020-04-16,18.685912105567148,18.929899741802355
2020-04-17,22.855709812016265,23.179621093951994
2020-04-18,23.365906872839844,23.694784126438055
2020-04-19,24.741804105262318,25.089669720959115
2020-04-20,25.914484521929424,26.300442185840573
2020-04-21,31.01189328414389,31.439688936843453
2020-04-22,35.530365834197674,36.02949828024459
2020-04-23,41.08123931301916,41.73396402968363
2020-04-24,45.002466193402256,45.76519096020669
2020-04-25,46.70819272892404,47.69728708822882
2020-04-26,49.1811967854653,49.990203694932575
2020-04-27,52.72507886058245,53.47256929211107
2020-04-28,58.576743372060854,59.55421295538467
2020-04-29,62.51891670974073,63.75632479674248
2020-04-30,66.65712861017177,67.84613881390379
2020-05-01,70.91521978023509,72.38583904634217
2020-05-02,72.76126314314331,74.1378864219308
2020-05-03,75.38530469181973,77.3442377248843
2020-05-04,77.69679902012003,79.18006765043766
2020-05-05,81.50762718690227,83.2507447930312
2020-05-06,82.85090059748411,84.8536158041012
2020-05-07,86.39527714733089,88.27009714960889
2020-05-08,89.36031245805653,91.09266394430813
2020-05-09,90.72011534214596,93.61439296257402
2020-05-10,92.34284228636308,94.75638833254439
2020-05-11,91.72169630377928,94.31266419404763
2020-05-12,93.04238880341676,95.45566133928612
2020-05-13,92.06071005446259,94.83435337624448
2020-05-14,94.11966709127482,96.21604893630693
2020-05-15,93.9947265327111,96.70353684349436
2020-05-16,92.83421510220471,95.5672827156627
2020-05-17,93.12066404675288,95.7422728029562
2020-05-18,92.5904608579272,94.94552136136346
2020-05-19,92.46575951567002,95.0650896313913
2020-05-20,90.77496381726976,93.75564155935673
2020-05-21,91.25930921663304,94.05321064988912
2020-05-22,90.07140879078528,92.49139779751468
2020-05-23,89.3481819959102,91.50835732239095
2020-05-24,86.48954783564098,89.02249123436017
2020-05-25,83.68116748010037,86.55003072951672
2020-05-26,82.77299976499742,84.91401497362556
2020-05-27,80.67045964125474,83.61373288128149
2020-05-28,80.05366621871418,82.29335703154963
2020-05-29,77.81292724477508,80.29274121803655
2020-05-30,75.76244259282605,77.6193383339567
2020-05-31,72.33086952135695,75.17666731055769
2020-06-01,70.43365982758233,71.99309843374381
2020-06-02,68.78382459140818,70.91358759265233
