MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,0.0033375289866342073,1.5582763901393064,562.3231447156724,2.0
TRANSFORMER,0.04025568155751043,18.554631471782436,385.6503454709214,1.5
NBEATS,0.05737595961294326,31.503492301785965,340.2128280881692,1.0
TFT,0.02236983816535291,29.819535762443806,320.13927561741974,2.0
NHITS,0.14516690518756814,100.58942927859538,159.8921418191314,1.0
