MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,0.030394821908033262,21.040640590785408,601.1837939530293,1.25
TFT,-0.08882674644492537,-61.30064629304964,475.59244938403197,0.75
NHITS,-0.022420457011790417,16.831057918029572,374.70573561875847,2.25
NBEATS,0.20872346024803604,119.10687381626838,342.76862884989424,0.75
TRANSFORMER,-0.019758381418563987,23.589703326020793,238.39674434389337,2.5
