MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,0.030847877061282947,23.112198385178925,196.67001116523613,1.5
TFT,0.044226550559369096,27.177977984705823,181.45709403738024,1.25
TRANSFORMER,-0.1236457743735266,-94.83105388332567,166.77028737205458,0.5
NHITS,-0.05397874320035225,-43.184198479100154,146.38081437110273,1.25
NBEATS,0.0289344013736677,15.205978199908007,120.99049254260031,3.0
