MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,-0.025401789396284583,-17.156804183648873,195.95771486277053,1.5
TFT,0.01528971033775121,-6.00381574148152,184.6556629051209,2.25
TRANSFORMER,-0.049782478411680785,-32.19007206360909,156.15705725680272,1.5
NHITS,0.16105920112334488,103.25176439506251,150.32921630107592,0.75
NBEATS,0.08904371345573091,62.549731919924305,130.02329493135852,1.5
