data,Obitos_DataOcorrencia_MM_atual_PA
2020-04-11,10.607140356603349
2020-04-12,11.281120751798031
2020-04-13,9.69141861214234
2020-04-14,13.74423373750914
2020-04-15,15.26603111646205
2020-04-16,18.82066558343709
2020-04-17,23.032356715863997
2020-04-18,23.524984757543745
2020-04-19,24.916204944468266
2020-04-20,26.11386226806122
2020-04-21,31.259579673874832
2020-04-22,35.774400404532344
2020-04-23,41.40694012389601
2020-04-24,45.45176229163034
2020-04-25,47.17496031690888
2020-04-26,49.563875976135066
2020-04-27,53.13377943155164
2020-04-28,59.16247562114695
2020-04-29,63.20397263732938
2020-04-30,67.18911973516587
2020-05-01,71.69494032872313
2020-05-02,73.36125069632186
2020-05-03,76.42323351580579
2020-05-04,78.35025720145798
2020-05-05,82.49798702869556
2020-05-06,83.86792759931569
2020-05-07,87.25248287504606
2020-05-08,90.10394185346517
2020-05-09,92.07064624538839
2020-05-10,93.4587973889549
2020-05-11,93.27013378137988
2020-05-12,94.02397835887578
2020-05-13,93.57623831389327
2020-05-14,95.2349567360865
2020-05-15,95.19361681353085
2020-05-16,94.43589323763655
2020-05-17,94.15399015544182
2020-05-18,93.78530653105125
2020-05-19,93.81603589609843
2020-05-20,92.51323623783452
2020-05-21,92.7728503856275
2020-05-22,91.16750707411823
2020-05-23,90.39404991429934
2020-05-24,87.65733419330917
2020-05-25,85.49877015045077
2020-05-26,83.75984485631021
2020-05-27,82.20037085858294
2020-05-28,81.32609680140831
2020-05-29,78.66986842960166
2020-05-30,76.59843898717861
2020-05-31,73.57536456440485
2020-06-01,71.27344277612819
2020-06-02,69.71017052916588
2020-06-03,67.25051543304784
2020-06-04,65.86989534313786
2020-06-05,63.6535283185922
2020-06-06,62.4285539729621
2020-06-07,60.15528775359791
2020-06-08,59.5548680391967
2020-06-09,59.533564453172595
2020-06-10,57.48950143212897
2020-06-11,56.85408985732401
2020-06-12,54.828997184078055
2020-06-13,53.19933173677531
2020-06-14,50.383022486762854
2020-06-15,48.3082422300534
2020-06-16,46.355068724615066
2020-06-17,43.682084967727874
2020-06-18,42.88460439975145
2020-06-19,41.59577381363898
2020-06-20,40.8088532610942
2020-06-21,39.56119474844148
2020-06-22,39.130631755996944
2020-06-23,38.71512514886049
2020-06-24,36.87044017709974
2020-06-25,36.80705089670386
2020-06-26,36.09364152872891
2020-06-27,35.333573887113715
2020-06-28,34.073706973413536
2020-06-29,33.0403062233968
2020-06-30,32.169854166776275
2020-07-01,31.237075649691185
2020-07-02,31.33991827968736
2020-07-03,31.403779121250327
2020-07-04,31.10475219663618
2020-07-05,30.818178459353064
2020-07-06,30.55989454704277
2020-07-07,30.223450117331904
2020-07-08,29.704308066474255
2020-07-09,29.524866926135918
2020-07-10,29.586307626666596
2020-07-11,28.943565585604805
2020-07-12,28.328991323667214
2020-07-13,27.72597071632143
2020-07-14,27.44748727132596
2020-07-15,26.679965530499814
2020-07-16,26.718670456896398
2020-07-17,27.21457554262948
2020-07-18,26.967373680124748
2020-07-19,27.377048308915352
2020-07-20,27.696466823563384
2020-07-21,28.126603513974203
2020-07-22,28.025761558301642
2020-07-23,28.54555905953607
2020-07-24,28.630509640547192
2020-07-25,28.41389960770708
2020-07-26,27.83746425063441
2020-07-27,27.434395829328984
2020-07-28,27.16892328573951
2020-07-29,26.595523172605173
2020-07-30,26.535825712403142
2020-07-31,26.700238284379935
2020-08-01,25.85221757122295
2020-08-02,25.432439242669105
2020-08-03,24.929943393930152
2020-08-04,24.53367008959384
2020-08-05,23.90927854177149
2020-08-06,23.939378055122702
2020-08-07,23.97949563071943
2020-08-08,22.927217573209596
2020-08-09,22.317801850532103
2020-08-10,22.287857470376164
2020-08-11,22.139953524157036
2020-08-12,21.46457038378098
2020-08-13,21.75315861985783
2020-08-14,22.16203568173352
2020-08-15,20.719673403217758
2020-08-16,20.133307936423236
2020-08-17,19.97563133278655
2020-08-18,19.760583154060726
2020-08-19,19.333698855496536
2020-08-20,19.930955239796564
2020-08-21,20.372114698274647
2020-08-22,19.338757931921563
2020-08-23,19.21232975910284
2020-08-24,19.167928887361292
2020-08-25,19.05377003970462
2020-08-26,18.2711939578991
2020-08-27,18.083666940249785
2020-08-28,17.653583267438247
2020-08-29,15.688692358565174
2020-08-30,15.42838916130723
2020-08-31,15.40249523228705
2020-09-01,15.597266070189939
2020-09-02,15.256967965000568
2020-09-03,15.513988838152965
2020-09-04,15.958842356848312
2020-09-05,14.70473743281367
2020-09-06,14.761848651741746
2020-09-07,14.822943089583447
2020-09-08,14.398670405702935
2020-09-09,13.310370970185286
2020-09-10,12.8277303488584
2020-09-11,12.728296506221163
2020-09-12,11.371502045261533
2020-09-13,11.212117192043303
2020-09-14,11.14885584783903
2020-09-15,11.252921001449566
2020-09-16,10.765772557116039
2020-09-17,10.644496397396306
2020-09-18,10.913578122641557
2020-09-19,9.840368998837274
2020-09-20,9.815389297506217
2020-09-21,9.771315029914904
2020-09-22,9.406896260772376
2020-09-23,8.901704580932794
2020-09-24,8.654940814127663
2020-09-25,8.60520573953358
2020-09-26,7.398459081674792
2020-09-27,7.3479159467978405
2020-09-28,7.257154316814343
2020-09-29,7.058277727808533
2020-09-30,7.205482496173057
2020-10-01,6.968819683554721
2020-10-02,7.014705970241291
2020-10-03,6.582180004789107
2020-10-04,6.292671310637123
2020-10-05,6.282493133908331
2020-10-06,5.928988084735972
2020-10-07,6.013761864493522
2020-10-08,5.714362278933783
2020-10-09,5.797732648668
2020-10-10,5.64661220643341
2020-10-11,5.693658799645911
2020-10-12,5.906629678016042
2020-10-13,5.699210529847568
2020-10-14,5.75464733931567
2020-10-15,5.322978101707397
2020-10-16,5.0432942334714905
2020-10-17,4.426167275507683
2020-10-18,4.164199456094646
2020-10-19,4.351988838762407
2020-10-20,4.0694691845335775
2020-10-21,4.4802839380622475
2020-10-22,4.579705889736991
2020-10-23,4.944483881933567
2020-10-24,5.11456455300098
2020-10-25,5.282944472490766
2020-10-26,5.572426904392319
2020-10-27,5.3539626351972815
2020-10-28,5.708281632731394
2020-10-29,5.611774376401737
2020-10-30,5.608274164091774
2020-10-31,5.604052849773716
2020-11-01,5.75809932639236
2020-11-02,6.015514854095562
2020-11-03,5.945987522051322
2020-11-04,6.476777524047409
2020-11-05,6.660427198016609
2020-11-06,6.740750231697219
2020-11-07,6.431201534608774
2020-11-08,6.435779701311493
2020-11-09,6.286812084199446
2020-11-10,5.88179459756948
2020-11-11,6.316522118057406
2020-11-12,6.104224437675362
2020-11-13,6.056566613852657
2020-11-14,5.578029808331897
2020-11-15,5.669669806557928
2020-11-16,5.828724699202799
2020-11-17,5.755407807342604
2020-11-18,6.307192490252121
2020-11-19,6.391381779350402
2020-11-20,6.626615611209135
2020-11-21,6.486243794659395
2020-11-22,6.956279891907319
2020-11-23,7.274494746862067
2020-11-24,7.15954642835689
2020-11-25,7.70086464553696
2020-11-26,7.59252977858016
2020-11-27,7.642863239261424
2020-11-28,7.300595893373947
2020-11-29,7.440578322738089
2020-11-30,7.503527393588213
2020-12-01,7.2532373961019845
2020-12-02,7.763773675216818
2020-12-03,7.726678932178877
2020-12-04,7.942170095166299
2020-12-05,7.712333577060581
2020-12-06,8.007267202696305
2020-12-07,8.393391799793182
2020-12-08,8.375131427204781
2020-12-09,9.015517987369968
2020-12-10,9.153790835310598
2020-12-11,9.60923974417301
2020-12-12,9.476590822194405
2020-12-13,10.026332296194385
2020-12-14,10.154544221814305
2020-12-15,9.958402348177106
2020-12-16,10.57401965666034
2020-12-17,10.516691509158784
2020-12-18,10.873181767821437
2020-12-19,10.652492498023113
2020-12-20,10.8794303686655
2020-12-21,11.032789753496505
2020-12-22,11.02125609043702
2020-12-23,11.595298629220379
2020-12-24,11.644411140361926
2020-12-25,11.925427619506241
2020-12-26,11.543764983594592
2020-12-27,11.761106263642485
2020-12-28,11.727805429945958
2020-12-29,11.563545181545786
2020-12-30,11.993405513986524
2020-12-31,11.816643299970387
2021-01-01,11.95042707493406
2021-01-02,11.526089656011525
2021-01-03,11.701853019579982
2021-01-04,11.670361713479442
2021-01-05,11.474132506352161
2021-01-06,12.033872971665804
2021-01-07,12.078216736148628
2021-01-08,13.682886913529657
2021-01-09,14.978528622644577
2021-01-10,16.24320020238429
2021-01-11,17.049824417967834
2021-01-12,17.746250585959512
2021-01-13,18.624096334410826
2021-01-14,19.514261732584902
2021-01-15,20.41124535888788
2021-01-16,20.45829673953418
2021-01-17,21.297224177916526
2021-01-18,21.428796091880788
2021-01-19,21.852157159937
2021-01-20,22.798149895583357
2021-01-21,24.13229485390868
2021-01-22,24.827346852061492
2021-01-23,25.406074319369463
2021-01-24,25.3761648539244
2021-01-25,26.220780488858853
2021-01-26,25.940796836206403
2021-01-27,26.663873929631986
2021-01-28,27.721793829824296
2021-01-29,27.5959917078027
2021-01-30,27.610947418673888
2021-01-31,29.06914085790282
2021-02-01,30.68347908713359
2021-02-02,31.196808718481424
2021-02-03,31.96996067685268
2021-02-04,33.08478481886838
2021-02-05,34.776045401199646
2021-02-06,35.5634429178348
2021-02-07,36.703143141475984
2021-02-08,38.26130799538331
2021-02-09,39.51868230687555
2021-02-10,39.55752173476378
2021-02-11,40.69421289285421
2021-02-12,41.40351357309835
2021-02-13,41.35329284270055
2021-02-14,40.85762178847809
2021-02-15,40.7141076157537
2021-02-16,40.397580927545754
2021-02-17,39.157613863851964
2021-02-18,39.812169440866924
2021-02-19,39.76769471362113
2021-02-20,39.79242749033397
2021-02-21,39.30879957523745
2021-02-22,40.01835155529704
2021-02-23,40.506951099593444
2021-02-24,39.62333884813362
2021-02-25,40.30047055322939
2021-02-26,40.72064641177243
2021-02-27,40.55630559719581
2021-02-28,40.00902445835193
2021-03-01,40.481060575946
2021-03-02,40.856408680259996
2021-03-03,39.68546676626042
2021-03-04,40.32750628331259
2021-03-05,41.003655646028214
2021-03-06,41.01208246732149
2021-03-07,41.01473936067754
2021-03-08,42.54481826292382
2021-03-09,44.27806642661385
2021-03-10,45.33262814564207
2021-03-11,49.08445537171447
2021-03-12,52.38202492834315
2021-03-13,55.28527734496568
2021-03-14,57.52981311471877
2021-03-15,59.900974486568444
2021-03-16,62.11598678889991
2021-03-17,65.11176679803837
2021-03-18,68.46923662631879
2021-03-19,69.8987054817645
2021-03-20,72.19030235906934
2021-03-21,73.41538548402389
2021-03-22,74.40165806673315
2021-03-23,75.73188647993416
2021-03-24,77.96191389488449
2021-03-25,80.57430266091306
2021-03-26,81.09059410806067
2021-03-27,83.21178120315837
2021-03-28,83.89366641181974
2021-03-29,84.82963849225408
2021-03-30,85.87072551368334
2021-03-31,86.77059684270996
2021-04-01,87.95887200949419
2021-04-02,88.28301112382047
2021-04-03,89.03956140359594
2021-04-04,88.01700492540158
2021-04-05,87.26658243053676
2021-04-06,86.79390776929837
2021-04-07,85.62916989208962
2021-04-08,85.40865171526511
2021-04-09,83.8769924328562
2021-04-10,83.96843559354501
2021-04-11,82.55959510631256
2021-04-12,81.46833597069144
2021-04-13,80.13588366613114
2021-04-14,78.61798646906695
2021-04-15,77.46903734906036
2021-04-16,75.03363774472736
2021-04-17,73.3695971245167
2021-04-18,69.65135276230696
2021-04-19,66.48357284817058
2021-04-20,64.04271829897206
2021-04-21,60.70560788126447
2021-04-22,57.70364685086194
2021-04-23,54.10186741706738
2021-04-24,52.00713128334638
2021-04-25,49.51733871610611
2021-04-26,47.41388720606193
2021-04-27,45.37574959376243
2021-04-28,43.085788012389806
2021-04-29,42.25374669810179
2021-04-30,40.67097656282555
2021-05-01,39.46195351817643
2021-05-02,38.183129027583995
2021-05-03,36.58985908054684
