data,Obitos_DataOcorrencia_MM_atual_PA
2020-04-11,12.28934292941307
2020-04-12,12.128567863910753
2020-04-13,18.830046687767513
2020-04-14,23.25208468669134
2020-04-15,23.092048567439868
2020-04-16,18.842788650307572
2020-04-17,19.987982281745012
2020-04-18,25.076365264165453
2020-04-19,26.584465942169015
2020-04-20,36.32325819425534
2020-04-21,39.171744294382236
2020-04-22,42.215335585998034
2020-04-23,43.248820548976234
2020-04-24,46.533503576705726
2020-04-25,51.64160871675624
2020-04-26,53.93109722604952
2020-04-27,62.51990004968062
2020-04-28,65.15580648329022
2020-04-29,66.07584048419372
2020-04-30,68.21212522887157
2020-05-01,72.06411782933456
2020-05-02,75.13727542832174
2020-05-03,75.25479858883305
2020-05-04,81.88799261124187
2020-05-05,83.00012498954128
2020-05-06,83.86137169182827
2020-05-07,83.95242707401746
2020-05-08,85.35054968165767
2020-05-09,87.17481703717911
2020-05-10,87.5360259736198
2020-05-11,91.27237955494307
2020-05-12,90.77775578405462
2020-05-13,90.5601088728386
2020-05-14,87.67487844635501
2020-05-15,84.17010474833499
2020-05-16,82.02260988352089
2020-05-17,79.1590766651742
2020-05-18,80.02693590917268
2020-05-19,80.50808675469898
2020-05-20,77.08530102581192
2020-05-21,74.25771212646002
2020-05-22,72.80879450550317
2020-05-23,70.60518843871148
2020-05-24,68.16236901913253
2020-05-25,67.08602793304318
2020-05-26,65.32302727655811
2020-05-27,63.7651534813775
2020-05-28,62.49233689772119
2020-05-29,60.77331413616563
2020-05-30,59.48430198953908
2020-05-31,58.194231716520505
2020-06-01,58.380108233281895
2020-06-02,57.04923142046089
2020-06-03,55.54718342033416
2020-06-04,55.89667729486623
2020-06-05,55.28748869886284
2020-06-06,53.75771792865561
2020-06-07,52.4821323733332
2020-06-08,52.286378838780934
2020-06-09,51.45212363251287
2020-06-10,51.232272745560785
2020-06-11,51.45936076177809
2020-06-12,51.67705419326737
2020-06-13,51.23600370450794
2020-06-14,50.74953675193253
2020-06-15,50.36860954270475
2020-06-16,49.81082077287293
2020-06-17,48.433711163462284
2020-06-18,46.75399425610612
2020-06-19,46.90825506988893
2020-06-20,46.471798368507415
2020-06-21,45.34343744367269
2020-06-22,46.07294013407338
2020-06-23,45.938080711475315
2020-06-24,44.34785258440772
2020-06-25,42.5773967012441
2020-06-26,41.75345760867956
2020-06-27,41.02464222663317
2020-06-28,40.30915281475945
2020-06-29,39.42891597320953
2020-06-30,38.131996815315546
2020-07-01,36.39951856677122
2020-07-02,34.67887188783083
2020-07-03,34.49217472800674
2020-07-04,33.85899277543471
2020-07-05,33.87542835797729
2020-07-06,34.27312407726633
2020-07-07,33.38983529799267
2020-07-08,32.10250335101638
2020-07-09,30.403935431101416
2020-07-10,29.91193938394227
2020-07-11,29.753703965690594
2020-07-12,29.3706521797249
2020-07-13,29.48904829308911
2020-07-14,29.114676001572658
2020-07-15,27.32578462447341
2020-07-16,25.42740525478253
2020-07-17,25.969501228475128
2020-07-18,25.908396670885764
2020-07-19,25.271663571259072
2020-07-20,26.652934703853553
2020-07-21,27.075286568828382
2020-07-22,26.797673105727327
2020-07-23,25.64665358005669
2020-07-24,26.17950046730937
2020-07-25,26.02079534485095
2020-07-26,25.524471840431755
2020-07-27,26.383752485851264
2020-07-28,26.945917077412545
2020-07-29,25.375954563484676
2020-07-30,23.782374809351285
2020-07-31,24.02489710851426
2020-08-01,23.726430617441927
2020-08-02,23.137071406458865
2020-08-03,23.281317108425707
2020-08-04,23.57369716522428
2020-08-05,22.35431932442121
2020-08-06,20.57840830743662
2020-08-07,21.025464984773016
2020-08-08,20.775925060489843
2020-08-09,20.395834469331053
2020-08-10,20.515656291577006
2020-08-11,20.382676282461407
2020-08-12,19.2875211224461
2020-08-13,17.85808316250533
2020-08-14,18.84215579177173
2020-08-15,18.73063174795656
2020-08-16,18.443290049558623
2020-08-17,19.27278218751208
2020-08-18,19.711546752655934
2020-08-19,18.56598332478475
2020-08-20,17.715775245622652
2020-08-21,18.714131866108776
2020-08-22,18.39851312228722
2020-08-23,18.10633143346706
2020-08-24,18.648184217373196
2020-08-25,18.471436737456855
2020-08-26,17.519551035989554
2020-08-27,16.68850934600586
2020-08-28,18.088301392744548
2020-08-29,17.983426224971435
2020-08-30,17.163043227240028
2020-08-31,17.26260934306629
2020-09-01,17.718880759603426
2020-09-02,16.44448179125948
2020-09-03,15.765498862293025
2020-09-04,16.786632605007252
2020-09-05,15.961902596659234
2020-09-06,15.338323568445693
2020-09-07,15.599729176355781
2020-09-08,15.34035980172513
2020-09-09,14.050686864605135
2020-09-10,12.889462643151886
2020-09-11,13.674644842091821
2020-09-12,13.174318117618174
2020-09-13,12.560498150223719
2020-09-14,12.735797756081588
2020-09-15,12.439712891437779
2020-09-16,11.746317310090173
2020-09-17,11.003597955498922
2020-09-18,12.002827574578426
2020-09-19,11.277897794515853
2020-09-20,10.933047229442977
2020-09-21,11.249067881649875
2020-09-22,11.023752230430702
2020-09-23,10.68848909426468
2020-09-24,10.031580832404444
2020-09-25,10.483498024863568
2020-09-26,9.915096046654043
2020-09-27,8.963632945056712
2020-09-28,9.417908757397264
2020-09-29,9.216428542822491
2020-09-30,8.739962801762156
2020-10-01,8.198886031722683
2020-10-02,8.969007019408116
2020-10-03,8.759432266195438
2020-10-04,8.155615905672256
2020-10-05,9.03721016547436
2020-10-06,8.892740418393954
2020-10-07,8.320595213231
2020-10-08,8.154271380208305
2020-10-09,8.427992474845155
2020-10-10,7.863358880775838
2020-10-11,7.033274813045624
2020-10-12,7.837538403180206
