MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
NHITS,-0.0030466435965597247,-0.18066579478753916,11.044086185743094,1.5
TCN,-0.008724114496247442,-4.711453734446649,9.9154667610878,0.25
TRANSFORMER,-0.00558692915371256,-2.0481727558803433,9.609575803788443,1.0
TFT,-0.003245004222148856,-1.3371226266662748,8.735385566738778,1.75
NBEATS,-0.002138354258876333,-0.16102390110108888,7.870032308468156,3.0
