MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,0.008409819963940085,9.862367997928002,15.361676283579357,0.0
TRANSFORMER,0.00021095035331375751,1.3500943533421097,10.694828358974457,2.0
NHITS,-0.0037089632622814687,-0.49223067843975793,10.070086705643659,2.0
TFT,0.004112466865652126,4.396251185942036,8.503002838760429,1.25
NBEATS,0.0010743084457281317,1.7585022587800214,7.508949561438345,2.25
