MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,-0.012670311706630414,-5.814850562253222,19.773643156985152,0.0
NHITS,-0.004730664621125189,-0.9495104980093899,10.05416903981371,1.5
NBEATS,-0.003021502302079605,-0.4947756366842417,9.34012718153371,2.5
TRANSFORMER,-0.003712896222632715,-1.345068023274072,8.519985654695962,2.0
TFT,0.005101913571489115,4.671798377715972,7.9541842397993365,1.5
