MODELO,COEF_ANGULAR,MEAN,STD,NOTA_GERAL
TCN,0.00451401642853822,5.754212097186934,11.027642734264413,0.0
TFT,0.003146753393579722,4.246173136567743,10.336208758134669,0.75
TRANSFORMER,0.0005096852260995503,1.3646500654990061,9.707776427209655,1.75
NBEATS,-0.0007266003699220908,0.7147290626603946,8.551170199116658,2.25
NHITS,-0.0003007585969149214,0.8646036124138947,7.9869236309294696,2.75
